X	Y	Dz	Depth
2.513	0.811	-0.03657	0.0685
2.513	0.816	-0.03757	0.0695
2.514	0.821	-0.03867	0.0706
2.515	0.826	-0.03957	0.0715
2.516	0.831	-0.04027	0.0722
2.517	0.836	-0.04127	0.0732
2.518	0.841	-0.04147	0.0761
2.519	0.846	-0.04147	0.0761
2.52	0.851	-0.04147	0.0761
2.632	0.515	0.02793	0.0041
2.633	0.519	0.02793	0.0041
2.635	0.524	0.02793	0.0041
2.636	0.529	0.02812	0.0039
2.638	0.534	0.02812	0.0039
2.639	0.539	0.02822	0.0038
2.641	0.543	0.02833	0.0037
2.642	0.548	0.02843	0.0036
2.643	0.553	0.02822	0.0038
2.645	0.558	0.02852	0.0035
2.646	0.563	0.02862	0.0033
2.648	0.567	0.02852	0.0034
2.649	0.572	0.02793	0.004
2.651	0.577	0.02812	0.0038
2.652	0.582	0.02763	0.0043
2.654	0.587	0.02753	0.0044
2.655	0.591	0.02703	0.0049
2.657	0.596	0.02613	0.0058
2.658	0.601	0.02543	0.0067
2.659	0.606	0.02493	0.0072
2.661	0.61	0.02433	0.0078
2.662	0.615	0.02413	0.008
2.664	0.62	0.02333	0.0088
2.665	0.625	0.02063	0.0115
2.667	0.63	0.01753	0.0146
2.668	0.634	0.01563	0.0165
2.67	0.639	0.01623	0.0174
2.671	0.644	0.01773	0.0159
2.672	0.649	0.01513	0.0185
2.674	0.654	0.01213	0.0215
2.675	0.658	0.00863	0.025
2.677	0.663	0.00583	0.0278
2.678	0.668	0.00363	0.03
2.68	0.673	0.00093	0.0327
2.681	0.677	-0.00177	0.0352
2.683	0.682	-0.00387	0.0373
2.684	0.687	-0.00627	0.0397
2.685	0.692	-0.00837	0.0418
2.687	0.697	-0.01047	0.0439
2.688	0.701	-0.01217	0.0456
2.69	0.706	-0.01367	0.0471
2.691	0.711	-0.01377	0.0472
2.693	0.716	-0.01357	0.0455
2.694	0.72	-0.01347	0.0454
2.696	0.725	-0.01427	0.0462
2.697	0.73	-0.01657	0.0485
2.698	0.735	-0.01897	0.0509
2.7	0.74	-0.02107	0.053
2.701	0.744	-0.02297	0.0549
2.703	0.749	-0.02517	0.0571
2.704	0.754	-0.02727	0.0592
2.706	0.759	-0.02967	0.0616
2.707	0.764	-0.03137	0.0633
2.709	0.768	-0.03347	0.0654
2.71	0.773	-0.03527	0.0672
2.711	0.778	-0.03707	0.069
2.713	0.783	-0.03897	0.0709
2.714	0.788	-0.04037	0.0723
2.716	0.792	-0.04237	0.077
2.717	0.797	-0.04237	0.077
2.719	0.802	-0.04237	0.077
2.796	0.456	0.00753	0.0266
2.798	0.461	0.00753	0.0266
2.8	0.465	0.00753	0.0266
2.802	0.47	0.01153	0.0226
2.804	0.475	0.01513	0.019
2.806	0.479	0.01793	0.0162
2.808	0.484	0.02063	0.0135
2.81	0.489	0.02303	0.0111
2.812	0.493	0.02463	0.0095
2.813	0.498	0.02513	0.009
2.815	0.503	0.02353	0.0107
2.817	0.507	0.02223	0.012
2.819	0.512	0.02113	0.0131
2.821	0.516	0.02013	0.0141
2.823	0.521	0.01943	0.0148
2.825	0.526	0.02033	0.0139
2.826	0.53	0.02213	0.0121
2.828	0.535	0.02003	0.0142
2.83	0.54	0.01703	0.0163
2.832	0.544	0.01443	0.0189
2.834	0.549	0.01343	0.0199
2.836	0.554	0.01513	0.0182
2.838	0.558	0.01533	0.018
2.84	0.563	0.01403	0.0193
2.842	0.567	0.01293	0.0204
2.843	0.572	0.01063	0.0227
2.845	0.577	0.00863	0.0249
2.847	0.581	0.00693	0.0266
2.849	0.586	0.00603	0.0275
2.851	0.59	0.00463	0.0289
2.853	0.595	0.00373	0.0298
2.855	0.6	0.00253	0.031
