iRIC output t = 7400
71,25
I,J,X,Y,Depth(m),Elevation(m),WaterSurfaceElevation(m),ShearStress(Nm-2),ElevationChange(m),FixedBedElevation(m),Vorticity(s-1),FroudeNumber,ShieldsNumber,CrossSectionalMinBedElev(m),CrossSectionalAveBedElev(m),CrossSectionalAveWaterLevel(m),SuspendedSedimentConcentration,Velocity(ms-1)X,Velocity(ms-1)Y,Velocity(ms-1) (magnitude),BedloadFlux(m2s-1)X,BedloadFlux(m2s-1)Y,BedloadFlux(m2s-1) (magnitude)
57,10,-55711.609375,-97646.1328125,0.00732857111358,1.99490535068,2.0022339218,0.000872847465395,1.3053929435e-05,1.99489229676,-9.92165760737e-05,0.0112863274364,0.000272399571306,-1.87244964118,6.03318673283,0.723870352103,0,-0.00255821113221,0.000945524911397,0.00272735431417,0,0,0
58,10,-55809.2929688,-97601.65625,0.00761396442624,1.71528968006,1.72290364449,0.000636663409226,6.3648085642e-05,1.71522603198,-8.48180287887e-05,0.00945630383939,0.00021317318323,-1.98891053888,5.74710878588,0.603811651959,0,-0.00197260599647,0.00104433980231,0.0022319991129,0,0,0
59,10,-55902.6640625,-97544.984375,0.0149505067377,1.41916399533,1.43411450207,0.0287752049227,0.000154989665946,1.41900900567,-7.27257287737e-05,0.0415055679704,0.0159414195871,-2.10018492577,5.26813430044,0.805945179583,0,-0.00161401602689,0.00104021742619,0.00192018229051,5.12644161355e-10,7.27305258856e-10,8.89818507186e-10
60,10,-55993.578125,-97481.296875,0.0950208715748,1.12300996879,1.21803084037,0.199281032467,0.000217989500205,1.12279197929,-0.00340049440743,0.075721675767,0.0611630300457,-2.20762547947,4.7895960684,0.618990419812,0,-0.0690898420795,0.0579945314839,0.0902040573401,-7.18518599943e-08,9.51979150878e-08,1.19269999672e-07
61,10,-56083.8828125,-97415.7578125,0.224354469007,0.793272949999,1.01762741901,0.423347816811,0.000161938132444,0.793111011867,-0.00482582381084,0.0837287666721,0.11358895444,-2.33225739289,4.44422435496,0.48462043146,0,-0.092096890926,0.0931282326597,0.130975971218,-1.31457100762e-07,1.98917889282e-07,2.38430904073e-07
62,10,-56172.1171875,-97354.78125,0.322085836224,0.39656239918,0.718648235404,0.569673097582,6.02368449516e-05,0.396502162335,-0.00647123261181,0.0897852558743,0.148508823376,-2.49489597046,4.36495007005,0.458550150354,0,-0.126440188179,0.120511928323,0.174671823872,-2.07565034802e-07,2.12073924911e-07,2.96746682036e-07
63,10,-56261.7382812,-97297.296875,0.415124279389,-0.033513886747,0.381610392642,0.902032823255,5.67415016477e-05,-0.0335706282487,-0.0067699510638,0.109797080174,0.193913092819,-2.67532699965,4.41895201707,0.482729091611,0,-0.108951543168,0.140648177822,0.177911069592,2.61171764791e-08,2.13837680665e-07,2.15426694213e-07
64,10,-56352.9726562,-97243.671875,0.670124134222,-0.463478559174,0.206645575047,1.7910298817,0.000164859657932,-0.463643418832,-0.00509155341593,0.130940187951,0.320926196065,-2.85462088791,4.47308531868,0.609204853694,0,-0.205350299556,0.247813674278,0.321839032262,2.7363626894e-07,1.38091595963e-06,1.40776620759e-06
65,10,-56446.046875,-97194.3046875,1.07976241107,-0.893502457391,0.186259953683,2.20043411056,0.000213752024726,-25000.6437162,-0.00649636522466,0.139169662668,0.360761095999,-3.0345184732,4.52703515347,0.312320569755,0,-0.3210512012,0.324240995983,0.456296063174,-2.26319831299e-06,3.46983427773e-06,4.14268228553e-06
66,10,-56541.1875,-97149.5546875,1.52731126984,-1.36417903018,0.163132239663,3.07702453116,0.000848922174692,-50000.865028,-0.00777122651616,0.170493263843,0.497951323542,-3.0170039595,4.55885247041,0.299026448783,0,-0.480606045426,0.404630998131,0.628258239539,-1.23251694106e-05,9.85921348169e-06,1.57833422151e-05
67,10,-56652.515625,-97104.28125,2.04197690435,-1.91848479202,0.123492112329,4.57413589695,0.000332807975408,-75001.1688176,-0.00536225883199,0.217093892602,0.712669838953,-2.64823076183,4.54661507983,0.251042973702,0,-0.74170207021,0.526139183446,0.909364833997,-3.97968658304e-05,2.68776508427e-05,4.80228970882e-05
68,10,-56766.2382812,-97064.234375,2.55911831307,-2.51617995028,0.0429383627963,7.29600010908,-0.00233375027871,-100001.513846,-0.00165643374187,0.288571209302,1.17050673628,-2.51617995028,4.51287587861,0.166245631961,0,-1.17813033395,0.7076057281,1.37429871215,-0.00016725843802,9.42349176918e-05,0.000191978136258
69,10,-56881.7578125,-97028.1015625,2.97737209157,-3.11766803376,-0.140295942189,13.7465343757,-0.00879323376394,-100002.108875,0.00297105863783,0.376805719044,2.17847233278,-3.11766803376,4.47971963805,0.0198269512267,0,-1.88006868524,0.93350305996,2.09906794177,-0.000555174665577,0.000255398954635,0.000611103538958
70,10,-56998.4765625,-96994.578125,3.2713997931,-3.71766713815,-0.446267345049,19.2514634443,-0.0137637381488,-100002.703903,0.0254577673816,0.432377410048,3.05628288793,-3.71766713815,4.44639016674,-0.292098125317,0,-2.33124955843,1.03546043541,2.55086315136,-0.0010790053504,0.000420600901404,0.00115808361721
71,10,-57115.7929688,-96962.359375,3.39061750055,-4.01518143815,-0.624563937602,21.0049144223,-0.0137637381488,-100003.001418,0.0254577673816,0.446313919294,3.36008374075,-4.01518143815,4.42960653899,-0.566560286063,0,-2.39146948088,0.84765552186,2.53725169459,-0.00109851442301,0.000360617372179,0.00115619151816
1,11,-51508.9765625,-94020.296875,3.64025961088,-1.53703130556,2.10322830533,4.70260831367,0,-100000.537031,0.00541685716621,0.206666095103,0.726568445093,-2.029756875,3.85167293937,2.34404838989,0,-0.00307096903391,-1.09810007483,1.09810436899,8.75624109605e-06,-9.72789520263e-05,9.76722389702e-05
2,11,-51509.3203125,-94127.2578125,3.468235408,-1.39201249193,2.07622291607,5.42216698842,-0.000671880818123,-100000.391341,0.00541685716621,0.226558259788,0.841560151598,-1.98764992322,3.95400311547,2.31702235626,0,0.0968854395061,-1.36295192539,1.36639113701,1.84575764912e-05,-9.7306347804e-05,9.90414431078e-05
3,11,-51509.9335938,-94234.4140625,3.13563643062,-1.10071056279,2.03492586783,5.7784250687,-0.0007513405658,-100000.099959,-0.00664050954479,0.241886071536,0.90465882148,-1.9028333554,4.15892380007,2.13678081367,0,0.179166137296,-1.39982694502,1.41124625093,1.38287744584e-05,-0.000114448111489,0.000115280550079
4,11,-51511.078125,-94341.9453125,2.81782156374,-0.808387751097,2.00943381264,5.39695045792,0.000190082235996,-75000.0585778,-0.0274676606743,0.216439784577,0.853203120872,-1.8279045253,4.3639388392,2.18323451982,0,0.109894432491,-1.1459702687,1.15122745061,6.52786192268e-06,-9.64184534827e-05,9.66391802183e-05
5,11,-51513.0234375,-94450.0390625,2.52708422039,-0.542163147274,1.98492107311,4.31533110172,0.000572713548203,-50000.0427359,-0.0349240676036,0.180360879447,0.728314778279,-1.84924307415,4.57144503559,2.22534387916,0,0.028373922467,-0.930314472142,0.930747063682,8.6668320911e-07,-8.10573126058e-05,8.10619458603e-05
6,11,-51516.6875,-94563.1328125,2.29097942314,-0.327389393584,1.96359002956,2.93209738618,0.000583327481208,-49999.8279727,-0.0349424821408,0.157928651227,0.550158284376,-1.84720197988,4.78435864862,2.29946694834,0,-0.0283824283191,-0.789300795061,0.789810931377,-3.32184078954e-06,-6.37679534718e-05,6.38544165756e-05
7,11,-51524.7929688,-94675.734375,2.08582113624,-0.138308339866,1.94751279637,2.49871318411,0.000440657820093,-49999.638749,-0.0300841622003,0.153872220469,0.483811238385,-2.02569113965,4.99997213182,2.25794224779,0,-0.0774611151601,-0.756295042454,0.760251547583,-5.49780831348e-06,-5.12716450816e-05,5.1565564921e-05
8,11,-51540.640625,-94786.515625,1.87793896758,0.0506880347685,1.92862700235,2.08933558984,0.000213309074299,-49999.4495253,-0.0292059884592,0.154044243087,0.43137964904,-2.21124234124,5.2154085949,2.33363515537,0,-0.141119425099,-0.709311159347,0.723212978945,-8.30183807461e-06,-4.24528743907e-05,4.32569885619e-05
9,11,-51567.5078125,-94894.1640625,1.68591722228,0.256133543741,1.94205076602,1.44032815064,8.57123254578e-05,-49999.2439522,-0.0300071353731,0.128935578324,0.374278541654,-2.36021222477,5.34722625913,2.14896164074,0,-0.1927518872,-0.583208658315,0.614235809077,-1.11921583449e-05,-3.49075378096e-05,3.66578859776e-05
10,11,-51611.4882812,-95007.484375,1.49683547282,0.494408424576,1.99124389739,1.01615437819,8.87227559314e-05,-49999.0056803,-0.0268776796,0.102897551888,0.314553703061,-2.43620056449,5.3121095262,2.10306989873,0,-0.219364686504,-0.500426856887,0.546395374046,-1.10262604456e-05,-2.52179840194e-05,2.7523174552e-05
11,11,-51665.2851562,-95117.7890625,1.29283081317,0.748973845901,2.04180465907,0.783708527859,3.28913352324e-05,-49998.751059,-0.0238225435125,0.0961587746852,0.240390639503,-2.47583340286,5.19351789153,2.01527805529,0,-0.212020890267,-0.418371372,0.469028211112,-7.06639802271e-06,-1.4117248415e-05,1.57870416426e-05
12,11,-51721.5625,-95227.390625,1.08782860252,1.00347573535,2.09130433787,0.591138715675,-8.64719636511e-05,-49998.4964378,-0.0209616280282,0.0910105829534,0.177794277388,-2.60043668301,5.07487560116,1.92671882581,0,-0.177012278429,-0.349582838465,0.391843728626,-3.65827541185e-06,-7.49909976176e-06,8.34382863114e-06
13,11,-51773,-95338.59375,1.00091098355,0.992666534499,1.99357751805,1.29554027791,-0.00042027111825,-49998.5069132,-0.0175493927537,0.293931058597,0.319521082993,-3.07214878496,4.91149398821,2.15265370072,0,-0.0943184906788,-0.304051139754,0.318344268473,-1.02865266092e-06,-2.50542028283e-06,2.70836797545e-06
14,11,-51815.2304688,-95455.3984375,1.34729724753,0.452206795285,1.79950404282,1.86040852994,-0.000211299757842,-49999.0475819,-0.0187806156838,0.302709554209,0.369873319115,-3.26975226683,4.65873727952,2.20974222072,0,0.143411864822,0.213992933636,0.25760422865,-2.65761393329e-08,-8.33114279725e-08,8.7447614105e-08
15,11,-51851.0976562,-95574.5703125,2.09096025693,-0.352819113292,1.73814114364,1.06312334734,0.000528156679533,-74999.6033473,-0.0315835492356,0.0994361249513,0.222754798429,-3.32996356827,4.36134382421,2.07259435184,0,-0.094925514787,-0.164081383546,0.189561477585,-3.23170469943e-06,-4.18614600403e-06,5.28845285801e-06
16,11,-51886.8945312,-95694.390625,2.90321835512,-1.15863609906,1.74458225606,1.66740810312,0.000476535922324,-100000.159113,-0.0251035736914,0.128487906293,0.333719343637,-3.39005934243,4.06385704584,1.99797523942,0,-0.396064132639,-0.674710521873,0.782368893483,-1.23340964495e-05,-2.15034455416e-05,2.47896773958e-05
17,11,-51928.921875,-95813.1484375,3.52342246917,-1.7826009132,1.74082155597,3.30126009451,0.000115245549262,-100000.782716,-0.0164251967317,0.174111683746,0.535680721164,-3.41515488764,3.81233114174,1.93804550406,0,-0.539942522953,-0.936854573139,1.08131143493,-2.33323109959e-05,-4.19235862071e-05,4.79789934958e-05
18,11,-51978.9335938,-95921.9296875,3.77404634993,-2.0419554306,1.73209091932,4.10172639233,4.0569397564e-05,-100001.041996,-0.00844475122268,0.190372826539,0.642091026091,-3.36925446444,3.6529756476,2.08408083916,0,-0.626001556804,-0.996851806777,1.17711149591,-3.30675712627e-05,-5.26588911183e-05,6.21805683717e-05
19,11,-52040.3867188,-96024.6328125,3.8321342836,-2.11904156242,1.71309272119,4.4793508117,7.24375825141e-05,-100001.119114,-0.0041680221376,0.19809497457,0.694061583673,-3.28788813532,3.53971688218,2.06772539137,0,-0.7298180506,-0.973817628998,1.21694501171,-4.30172003558e-05,-5.5542175949e-05,7.02524934476e-05
20,11,-52113.6484375,-96117.6171875,3.89357675685,-2.19608051971,1.69749623714,4.62543179314,0.000151480290236,-100001.196232,-0.00233349721181,0.200281507692,0.715208522386,-3.21422711479,3.42649418808,1.86576757227,0,-0.851122101431,-0.886598706595,1.22901021073,-5.27143674147e-05,-5.21149755792e-05,7.41267509847e-05
21,11,-52199.0820312,-96197.265625,3.95137925192,-2.26801201626,1.68336723566,4.65176720782,0.000181608739806,-100001.268194,-0.00209861385523,0.199884728507,0.718890491459,-3.42563412576,3.30019528992,1.84994461258,0,-0.979609619667,-0.771928841105,1.24720052224,-6.026947692e-05,-4.45103220287e-05,7.49238187448e-05
22,11,-52293.4101562,-96259.4140625,3.99628256759,-2.32975622621,1.66652634138,4.67642827054,8.62737935576e-05,-100001.329842,-0.00249047170225,0.19966717446,0.722571224753,-4.03335923084,3.14761671593,1.83573522306,0,-1.0799607553,-0.634559722095,1.25258982668,-6.64156310163e-05,-3.65211670257e-05,7.57946679142e-05
23,11,-52396.4960938,-96308.5390625,4.03789232541,-2.38648814644,1.65140417897,4.86859149483,-0.000153146443926,-100001.386335,-0.00274368637819,0.20304734377,0.752288411321,-4.83904328849,2.98180410274,1.82645509644,0,-1.15762638743,-0.513085755109,1.26623688343,-7.55262007845e-05,-3.14696161075e-05,8.18201915354e-05
24,11,-52505.2851562,-96347.6171875,4.07179487018,-2.44320661779,1.62858825239,5.43770327117,-0.000379117785897,-100001.442828,-0.00282263505756,0.214025955366,0.841479859451,-5.6443144003,2.81598917898,1.81101663451,0,-1.25254246845,-0.416861607822,1.32008948005,-9.68360477401e-05,-3.05074738934e-05,0.000101527957259
25,11,-52616.7226562,-96379.6171875,4.19863784619,-2.60352182654,1.59511601966,6.28727072295,-0.000640951538517,-100001.602881,-0.00363651802047,0.227793384354,0.972160591352,-6.09293926103,2.69309447357,1.78604774257,0,-1.40084134775,-0.343487446889,1.44233841651,-0.000130239313015,-3.08964329046e-05,0.000133853906259
26,11,-52720.1679688,-96405.4296875,4.52118052307,-2.97067974864,1.55050077443,7.37925008702,-0.000623748641448,-100001.970056,-0.00432682695655,0.240685055752,1.14257119636,-5.82791856143,2.65622452096,1.74858202658,0,-1.60154550084,-0.318697820937,1.63294711865,-0.000181231011577,-3.66353616538e-05,0.000184896807114
27,11,-52823.21875,-96429.3671875,4.95110672479,-3.44034067016,1.51076605463,8.02033718803,0.000451329840445,-100002.440792,-0.00527634934361,0.243589964518,1.23922196461,-5.20417467556,2.66295180853,1.71517332087,0,-1.70383513134,-0.348922656356,1.73919555396,-0.000213505094152,-4.54451600406e-05,0.00021828808442
28,11,-52925.8242188,-96453.078125,5.42150189462,-3.910002318,1.51149957662,7.04413191805,0.00152568199799,-100002.911528,-0.00586359861801,0.221689900494,1.09292579036,-4.57856739888,2.67008528075,1.71782849046,0,-1.6284109716,-0.376343212336,1.6713337506,-0.000174261741393,-4.12877419771e-05,0.000179086102618
29,11,-53027.9335938,-96478.2421875,5.91960796493,-4.38093388272,1.53867408221,6.69059890242,0.0013301172754,-75003.632264,-0.00844189857654,0.180090272288,1.06281157215,-4.65700253054,2.67668584631,1.74466210761,0,-1.351565138,-0.340616359063,1.39382489084,-0.000102098521787,-2.6244626019e-05,0.000105417686116
30,11,-53129.5039062,-96506.5,6.16802323668,-4.6088589232,1.55916431349,6.5741284307,0.000622761657025,-50004.1094817,-0.0116546935463,0.149573432357,1.05914342761,-4.7535491218,2.81651973222,1.77853430331,0,-1.05654988245,-0.302903419845,1.09911243095,-5.90133102605e-05,-1.70769600256e-05,6.14344638751e-05
31,11,-53247.796875,-96545.5703125,5.90987864613,-4.34944405067,1.56043459546,6.00527144548,0.000218688744265,-50003.8496627,-0.0111778065456,0.146260535641,0.953820862919,-4.4513926263,3.22417448489,1.81985769966,0,-0.997169397798,-0.330125227224,1.05039491314,-5.03344608432e-05,-1.75708881253e-05,5.33131696477e-05
32,11,-53363.7460938,-96591.921875,5.39187259549,-3.84675045434,1.54512214115,7.03529213061,-0.000424975505571,-50003.3463255,-0.00917813331082,0.163108070059,1.12996545547,-4.36354250758,3.76584393898,1.95237678552,0,-1.01104828487,-0.488695687854,1.12296131263,-5.4893009506e-05,-2.52541432814e-05,6.04236232405e-05
33,11,-53475.828125,-96646.2734375,4.84548354738,-3.34409854929,1.50138499809,8.93626159673,-0.00111033103807,-50002.8429882,-0.00651912828066,0.19217187645,1.43045099489,-4.27576621378,4.3074769729,1.81797778276,0,-1.14946278518,-0.785073097877,1.39197861461,-6.69618309138e-05,-3.86397217688e-05,7.731050962e-05
34,11,-53582.5117188,-96709.34375,4.45199172829,-2.98509907793,1.46689265036,8.93713349956,-0.00131442746745,-50002.4837847,-0.0151931639232,0.201675189188,1.4061272397,-4.12441180887,4.58586761349,1.81276329547,0,-1.03892217941,-0.758970782293,1.28662191153,-8.2994792882e-05,-5.46949744959e-05,9.93965586961e-05
35,11,-53677.7617188,-96777.4765625,4.34621853731,-2.91468761991,1.4315309174,8.67651605906,-0.00183915165676,-50002.4128485,-0.0209029228112,0.202907889431,1.34226266818,-3.84720984567,4.33765835633,1.84428980782,0,-1.07683123977,-0.768811500357,1.32311626172,-0.000102862724684,-7.48053521021e-05,0.000127187188162
36,11,-53768.1171875,-96852.4375,4.37379534315,-2.98973432455,1.3840610186,8.36122449175,-0.00368834571828,-75002.236046,-0.0230281745556,0.226571041974,1.3234067603,-3.50564380926,3.82617157509,1.64981540018,0,-1.14529997469,-0.912811055133,1.46456002076,-0.000136591951718,-0.000122336889633,0.000183367597572
37,11,-53854.90625,-96932.578125,4.3958365884,-3.06276157904,1.33307500936,8.3472299154,-0.00351808962727,-100002.059243,-0.0215910933904,0.257571764037,1.33683177862,-3.16197199046,3.3150047694,1.71433458326,0,-1.2943716298,-1.17453439706,1.74783550882,-0.000194834262505,-0.00019133841239,0.000273076505584
38,11,-53939.46875,-97016.2265625,4.26539338057,-2.96961324562,1.29578013495,9.59418269478,-0.00136918576643,-100001.968244,-0.0149326954727,0.280084157614,1.50648758511,-3.10624973832,3.01496199146,1.61475341476,0,-1.34879841332,-1.2682163277,1.85138591699,-0.000228427286064,-0.000221295324915,0.000318041893227
39,11,-54027.5429688,-97105.609375,3.84191732983,-2.54982870431,1.29208862553,9.74641116548,-0.000977954309541,-100001.548851,-0.00791641545285,0.292756657212,1.51761857398,-2.90592008567,3.13647135353,1.60474582082,0,-1.27510610558,-1.22265070564,1.76657021612,-0.000220799982211,-0.000212803894095,0.000306656370366
40,11,-54117.3945312,-97192.390625,3.23965000033,-1.9663750666,1.27327493372,9.24499022456,-0.00111456660464,-100000.965261,-0.00452398732051,0.301806268583,1.43516181895,-2.24734430569,3.46868628832,1.59860651991,0,-1.24485029892,-1.17612873632,1.71258023786,-0.000193334568586,-0.000180618022604,0.000264577258092
41,11,-54211.7890625,-97271.9296875,2.63378131323,-1.38202164407,1.25175966916,8.38811072535,-0.00035139406924,-100000.38167,-0.0046859476773,0.307944251183,1.306401453,-1.70595717498,3.80107963174,1.4020149799,0,-1.19280045104,-1.01813047489,1.56823549887,-0.000165435362682,-0.000137308284724,0.000214994009869
42,11,-54313.5,-97339.5703125,2.13040780352,-0.892540780515,1.23786702301,6.68484417903,0.000593606984848,-99999.8931344,-0.00643757410516,0.294196796766,1.05242093785,-1.73067890911,4.12367392368,1.39635797021,0,-1.07886231996,-0.807891014262,1.3478248389,-0.000116285456154,-8.35362605537e-05,0.000143180355287
43,11,-54417.1171875,-97389.8828125,1.8117915617,-0.594510617605,1.21728094409,4.88116777684,0.000196682395282,-99999.5947073,-0.00655515059903,0.264877327801,0.773127006148,-1.70042603603,4.4263287306,1.38617015216,0,-0.926869381739,-0.644832330979,1.12911274277,-6.56478687675e-05,-4.45090889029e-05,7.93139437217e-05
44,11,-54525.6835938,-97432.359375,1.5800246971,-0.391727206115,1.18829749098,4.67789954805,-0.000392606115281,-74999.6413346,-0.00697985237622,0.236085737653,0.735084059769,-1.67283974865,4.71913085494,1.36788918108,0,-0.750101467046,-0.543258684088,0.926165324714,-4.23948710581e-05,-2.59915014498e-05,4.97280930627e-05
45,11,-54635.2578125,-97473.7578125,1.33727950523,-0.188395001925,1.1488845033,4.486231077,-0.000433101924454,-49999.6879619,-0.00869178601604,0.214675214098,0.699713469729,-1.73935391191,5.01201173041,1.34054950813,0,-0.617228133982,-0.46302353819,0.771596634451,-2.94269523823e-05,-1.74641710593e-05,3.42190414433e-05
46,11,-54741.8945312,-97520.84375,1.08466049922,0.0149653257854,1.099625825,3.77609687399,-0.000445474214576,-49999.4845892,-0.010971899068,0.218645748483,0.595209899867,-1.80471704562,5.30501540659,1.11976453049,0,-0.552203902123,-0.420425678344,0.694036670883,-2.94538247156e-05,-1.85083331548e-05,3.47862930843e-05
47,11,-54841.6484375,-97580.375,0.839853150735,0.214780312964,1.0546334637,2.75830733742,-0.000210296049348,-49999.2850094,-0.0138077708417,0.210646409896,0.492901080948,-1.79981528411,5.52418858908,1.07965121539,0,-0.519404794905,-0.439504681617,0.680401136194,-2.89046553799e-05,-1.94830072779e-05,3.48578065176e-05
