iRIC output t = 7400
71,25
I,J,X,Y,Depth(m),Elevation(m),WaterSurfaceElevation(m),ShearStress(Nm-2),ElevationChange(m),FixedBedElevation(m),Vorticity(s-1),FroudeNumber,ShieldsNumber,CrossSectionalMinBedElev(m),CrossSectionalAveBedElev(m),CrossSectionalAveWaterLevel(m),SuspendedSedimentConcentration,Velocity(ms-1)X,Velocity(ms-1)Y,Velocity(ms-1) (magnitude),BedloadFlux(m2s-1)X,BedloadFlux(m2s-1)Y,BedloadFlux(m2s-1) (magnitude)
57,13,-55795.4921875,-97788.2578125,1.66390372468,-1.13760134994,0.526302374746,5.86992747185,-6.44332590805e-05,-100000.137537,-0.00135765550364,0.302654183552,0.907033405545,-1.87244964118,6.03318673283,0.723870352103,0,-1.08958710489,0.499065587523,1.19844337363,-8.81695270322e-05,4.19278391581e-05,9.76309848028e-05
58,13,-55896.2226562,-97735.5234375,1.55378476446,-1.07843506565,0.475349698811,6.23181670924,-0.000936065648718,-100000.077499,-0.00342652782429,0.317875300654,0.965798859303,-1.98891053888,5.74710878588,0.603811651959,0,-1.03637708362,0.690907407921,1.24556433225,-9.12145476769e-05,6.01407693058e-05,0.000109256605478
59,13,-55993.9648438,-97676.375,1.33018020176,-0.914031118747,0.416149083014,6.97239898335,-0.000865118746956,-99999.913166,-0.00268757387998,0.352887204065,1.07909176335,-2.10018492577,5.26813430044,0.805945179583,0,-0.991667950721,0.833610976639,1.29549704163,-0.00010268417235,8.00709068772e-05,0.000130212861805
60,13,-56089.40625,-97612.46875,1.10332608921,-0.748673974223,0.354652114984,6.89415406912,0.000159025777464,-99999.748833,0.000604604330708,0.377725046738,1.06590437976,-2.20762547947,4.7895960684,0.618990419812,0,-0.916269642219,0.838546670131,1.24205900634,-9.47187776591e-05,7.7762021521e-05,0.000122550311433
61,13,-56183.2304688,-97545.4921875,0.98157570278,-0.681541906404,0.300033796376,5.41356277113,0.00100984359604,-99999.6825518,0.00485918183123,0.349820382074,0.848787782507,-2.33225739289,4.44422435496,0.48462043146,0,-0.82577350231,0.655067010525,1.05404680418,-6.48829807049e-05,4.96884243079e-05,8.17235626693e-05
62,13,-56268.2851562,-97483.0234375,1.07596414969,-0.811420301193,0.264543848495,3.80301927863,0.000953698807418,-99999.812374,0.0069661992949,0.281930668253,0.601010853954,-2.49489597046,4.36495007005,0.458550150354,0,-0.758773062443,0.458395796434,0.886489292929,-3.70904099086e-05,2.40834202736e-05,4.42234060115e-05
63,13,-56353.4570312,-97421.0859375,1.27913495543,-1.03969933452,0.239435620908,3.10246516549,0.000548665478,-100000.040248,0.00573742441325,0.238067285102,0.492925401943,-2.67532699965,4.41895201707,0.482729091611,0,-0.722825505617,0.420631580273,0.836305947542,-2.65842548214e-05,1.70859892173e-05,3.16014814834e-05
64,13,-56439.640625,-97361.3984375,1.4864813607,-1.26784344154,0.218637919164,2.7401190058,0.00027855846297,-100000.268122,0.00330251203299,0.214104182122,0.43044193858,-2.85462088791,4.47308531868,0.609204853694,0,-0.676068440385,0.45093976408,0.812659342476,-1.93416341809e-05,1.39984361962e-05,2.38758251947e-05
65,13,-56527.7304688,-97305.65625,1.69733971452,-1.49654376535,0.200795949172,2.67947545966,-0.000547765352563,-100000.495996,0.000303234201704,0.203462499594,0.415645636257,-3.0345184732,4.52703515347,0.312320569755,0,-0.597869034533,0.498638632847,0.778516453661,-1.62477545257e-05,1.4750366776e-05,2.19445402584e-05
66,13,-56618.625,-97255.5703125,1.81113924861,-1.63063606444,0.180503184177,3.81022644586,-0.00413246443586,-100000.626504,-0.00516003150354,0.237706984797,0.601338373357,-3.0170039595,4.55885247041,0.299026448783,0,-0.585044404569,0.70869718482,0.918982401947,-2.8828596464e-05,3.87770119897e-05,4.83191952844e-05
67,13,-56715.09375,-97211.4375,1.7155032334,-1.57443793092,0.141065302485,7.1661629416,-0.0121595309172,-100000.562278,-0.00706165497751,0.333138507127,1.13776799151,-2.64823076183,4.54661507983,0.251042973702,0,-0.764164133746,1.13872517579,1.37136495846,-8.40098808784e-05,0.000138345563874,0.000161855352487
68,13,-56814.65625,-97173.4609375,1.48154792614,-1.42198570932,0.059562216821,11.7048154812,-0.0212989093236,-100000.400687,-0.00209518206194,0.447577036966,1.84205578888,-2.51617995028,4.51287587861,0.166245631961,0,-0.854846126948,1.59196470673,1.80696251434,-0.000165614203192,0.000340229236571,0.000378396614304
69,13,-56916.5351562,-97140.109375,1.14027282442,-1.24864088945,-0.108368065037,8.17678051654,-0.00954568945386,-100000.239095,0.0121337510137,0.401330583042,1.41216963099,-3.11766803376,4.47971963805,0.0198269512267,0,-0.721796703385,1.30537698327,1.491643238,-0.000134168102606,0.000253097404394,0.000286460077267
70,13,-57019.9648438,-97109.84375,0.647996408967,-1.07126407371,-0.423267664742,3.19586484807,0.00623952629056,-100000.077504,0.00288102073618,0.314041417854,0.524863265086,-3.71766713815,4.44639016674,-0.292098125317,0,-0.197346726057,0.694227817968,0.721732632992,-1.68783387443e-05,3.56714431442e-05,3.94630228791e-05
71,13,-57124.1640625,-97081.109375,0.365904336107,-0.990468273709,-0.624563937602,2.51177744092,0.00623952629057,-99999.9967078,0.00288102073618,0.326790254388,0.408976380475,-4.01518143815,4.42960653899,-0.566560286063,0,-0.289912153037,0.396750024122,0.491385427256,-2.13840543566e-05,2.12246606756e-05,3.01291221498e-05
1,14,-51427.8007812,-94006.0234375,3.92564761435,-1.828146625,2.09750098935,4.71317782593,0,-100000.828147,0.000538670673809,0.201650346295,0.7279598133,-2.029756875,3.85167293937,2.34404838989,0,0.0302504540087,-1.14545108118,1.1458504568,3.89144410689e-06,-9.26890633943e-05,9.27707163396e-05
2,14,-51424.8007812,-94119.859375,3.88367086832,-1.81899951977,2.06467134855,5.19552066284,-0.000403269766895,-100000.818596,0.000538670673809,0.212518391516,0.804270106213,-1.98764992322,3.95400311547,2.31702235626,0,0.051018670536,-1.35722636385,1.35818493125,5.45653461074e-06,-9.28042862503e-05,9.29645594643e-05
3,14,-51421.7890625,-94234,3.83161162118,-1.7999880445,2.03162357668,5.79711015364,-0.000492544496024,-100000.799495,0.000819340074654,0.225453812814,0.895427365873,-1.9028333554,4.15892380007,2.13678081367,0,0.0687335948278,-1.38554440899,1.38724821727,5.73934090475e-06,-0.000112700373487,0.00011284641872
4,14,-51418.7539062,-94348.7578125,3.79199639029,-1.78040412736,2.01159226293,5.88796904976,-9.37736482998e-06,-100000.780395,0.00100412531332,0.228003445606,0.909395436151,-1.8279045253,4.3639388392,2.18323451982,0,0.0495852592171,-1.397400735,1.398280198,3.74937478729e-06,-0.00011588499383,0.000115945632114
5,14,-51415.6875,-94464.4375,3.77082068237,-1.7873809006,1.98343978178,5.85046695317,0.000341193154506,-100000.787722,0.000819760981211,0.22769862142,0.903613157755,-1.84924307415,4.57144503559,2.22534387916,0,0.0282956786147,-1.40398768358,1.40427278727,1.8544938292e-06,-0.000114389889808,0.000114404921388
6,14,-51413.25,-94584.9453125,3.81648466445,-1.84720197988,1.96928268457,5.41270394307,0.000703645118483,-100000.847906,0.00124635886168,0.218171178178,0.837192380068,-1.84720197988,4.78435864862,2.29946694834,0,-0.00294476167393,-1.32595108827,1.32595435823,-1.11703189285e-06,-9.98067186257e-05,9.9812969313e-05
7,14,-51415.453125,-94705.0234375,3.89108160667,-1.93383909733,1.95724250934,4.81271764661,0.000678152665657,-100000.934517,0.00158666862721,0.204406458956,0.743853755906,-2.02569113965,4.99997213182,2.25794224779,0,-0.0945459242594,-1.23753236087,1.24113870135,-7.64657509272e-06,-7.95929873358e-05,7.99594506215e-05
8,14,-51426.9726562,-94822.9296875,3.96092153846,-2.02110619826,1.9398153402,4.56698584837,2.26767410831e-05,-100001.021129,0.00137175183072,0.197950516374,0.70556831051,-2.21124234124,5.2154085949,2.33363515537,0,-0.222697841881,-1.21596782995,1.23619257895,-1.49285166397e-05,-7.08707860536e-05,7.24260238099e-05
9,14,-51452.5,-94936.9140625,3.98795497917,-2.07451782314,1.91343715603,4.85561603344,-0.000477729388015,-100001.07404,0.000874307319292,0.203662923985,0.750916912961,-2.36021222477,5.34722625913,2.14896164074,0,-0.364213073155,-1.22190036641,1.27502614408,-2.50079732875e-05,-7.79182136328e-05,8.18330418821e-05
10,14,-51498.6367188,-95054.1015625,3.94620599898,-2.05991154838,1.8862944506,5.28877097236,-0.000361048377901,-100001.05955,0.000116590127248,0.213319930559,0.816936374779,-2.43620056449,5.3121095262,2.10306989873,0,-0.481319406402,-1.22277402565,1.31409462703,-3.62960900932e-05,-8.79347614752e-05,9.51311117971e-05
11,14,-51557.9414062,-95167.375,3.8678060354,-2.0115818441,1.85622419131,5.55801152481,-0.000221344096858,-100001.01136,-0.000849732841206,0.220173110244,0.858753190324,-2.47583340286,5.19351789153,2.01527805529,0,-0.559161590652,-1.23377704763,1.35457280636,-4.35048848541e-05,-9.45279326686e-05,0.000104058661633
12,14,-51621.90625,-95279.3828125,3.78934493881,-1.96341030586,1.82593463295,5.92977144865,-0.000239805855034,-100000.96317,-0.00143404508192,0.229003124077,0.916327801027,-2.60043668301,5.07487560116,1.92671882581,0,-0.57299552439,-1.26465364208,1.38840653462,-4.77923901716e-05,-0.000106803802379,0.000117009250749
13,14,-51682.015625,-95392.7890625,3.79139481297,-1.99191359037,1.7994812226,6.22332608726,2.28783780483e-05,-100000.991936,-0.00197534909132,0.234600745305,0.961402478911,-3.07214878496,4.91149398821,2.15265370072,0,-0.527817596458,-1.30556162377,1.40821964501,-4.73864371895e-05,-0.00011921625537,0.000128288697764
14,14,-51730.2226562,-95504.4921875,3.93974512996,-2.17424813557,1.76549699439,6.42528039812,0.000366239431119,-100001.174614,-0.00188251463762,0.235359807107,0.992488867704,-3.26975226683,4.65873727952,2.20974222072,0,-0.56443525576,-1.38910043537,1.49939560406,-5.18413708978e-05,-0.000126877145185,0.000137059613697
15,14,-51772.4140625,-95618.5078125,4.18281255955,-2.43354354098,1.74926901857,6.20638300759,0.000704709019878,-100001.434248,-0.00266108811217,0.226751311094,0.9593570643,-3.32996356827,4.36134382421,2.07259435184,0,-0.613608174516,-1.33832488799,1.47228682588,-5.49409599356e-05,-0.000118654377369,0.000130756913192
16,14,-51813.90625,-95733.421875,4.44335673002,-2.69308300072,1.75027372931,5.4802945917,0.000799124283616,-100001.693882,-0.0025083761255,0.208793640208,0.847717786026,-3.39005934243,4.06385704584,1.99797523942,0,-0.616849123421,-1.23346882121,1.37911137112,-4.73935425857e-05,-9.39966672804e-05,0.000105268805154
17,14,-51860.0078125,-95847.8359375,4.62096382142,-2.87461897634,1.74634484508,4.92004496626,0.000482867412323,-100001.875102,-0.000344681296903,0.195172008233,0.760131743488,-3.41515488764,3.81233114174,1.93804550406,0,-0.615488312052,-1.14520378973,1.3001221413,-4.12498797579e-05,-7.57999669085e-05,8.62970889623e-05
18,14,-51916.3984375,-95961.9140625,4.63795617926,-2.89924010266,1.7387160766,4.63446576843,0.000253147340193,-100001.899493,0.00111920428557,0.189174242263,0.715938711725,-3.36925446444,3.6529756476,2.08408083916,0,-0.649770592773,-1.08740727786,1.26675033498,-4.03696780201e-05,-6.53840672788e-05,7.68426129004e-05
19,14,-51983.875,-96069.6328125,4.57090986374,-2.84539510629,1.72551475745,4.4481025237,7.5393710651e-05,-100001.845471,0.00156151007817,0.186241215855,0.687085686784,-3.28788813532,3.53971688218,2.06772539137,0,-0.730917517374,-0.995085739219,1.23468054395,-4.34044742276e-05,-5.60042884087e-05,7.08549836153e-05
20,14,-52063.234375,-96166.6015625,4.50637682236,-2.79138750631,1.71498931605,4.50563220278,6.02436907537e-05,-100001.791448,0.00154953977379,0.18833542942,0.696061391837,-3.21422711479,3.42649418808,1.86576757227,0,-0.858942596107,-0.881156505475,1.23053613135,-5.23090506043e-05,-5.01204703093e-05,7.24451400658e-05
21,14,-52155.2695312,-96248.421875,4.62147294706,-2.91902678635,1.7024461607,4.53133025945,0.000262963646422,-100001.91929,0.000972417939529,0.187358244263,0.699969091631,-3.42563412576,3.30019528992,1.84994461258,0,-1.00747179693,-0.760420547966,1.26223564811,-6.05239144207e-05,-4.20638368497e-05,7.37055668679e-05
22,14,-52253.2382812,-96308.6171875,5.09343425182,-3.41054688908,1.68288736274,4.54449488045,0.000314360916933,-100002.410861,0.000171217698904,0.181763829951,0.702015416167,-4.03335923084,3.14761671593,1.83573522306,0,-1.13189817372,-0.615022295825,1.28819482223,-6.7746546052e-05,-3.36752751829e-05,7.56546010539e-05
23,14,-52360.2695312,-96354.765625,5.74918439923,-4.08422869241,1.66495570682,4.7997042219,6.88075937187e-05,-100003.084298,-0.000594107113819,0.179454426932,0.741489691014,-4.83904328849,2.98180410274,1.82645509644,0,-1.24135983848,-0.490597096671,1.33478828278,-8.05844543156e-05,-2.92681267801e-05,8.57349259203e-05
24,14,-52473.5664062,-96390,6.39853860773,-4.75790980137,1.64062880636,5.46693577503,-0.00017605136984,-100003.757734,-0.00121338736942,0.184775707519,0.84636996803,-5.6443144003,2.81598917898,1.81101663451,0,-1.36403831601,-0.388553290991,1.41829975234,-0.000108854607385,-2.9106098689e-05,0.000112678704864
25,14,-52590.34375,-96417.4453125,6.79649963737,-5.18611879678,1.61038084059,6.39536941879,-0.00101435927888,-100004.185104,-0.00265050461944,0.195938020605,0.988677663088,-6.09293926103,2.69309447357,1.78604774257,0,-1.54828626695,-0.311156090164,1.57924300754,-0.000148169247979,-3.00029077886e-05,0.000151176388773
26,14,-52695.1601562,-96438.0859375,6.68912276393,-5.12271283902,1.56640992491,7.84657782049,-0.00236883902217,-100004.120344,-0.00395726285912,0.218266213367,1.21780681818,-5.82791856143,2.65622452096,1.74858202658,0,-1.76841174843,-0.295084695542,1.79286226173,-0.000219442636136,-4.10492145541e-05,0.000223248983357
27,14,-52799.1523438,-96458.4453125,6.33271634496,-4.81144786387,1.52126848108,9.33285222168,-0.00192986387502,-100003.809518,-0.00512715935272,0.242132487666,1.44207245573,-5.20417467556,2.66295180853,1.71517332087,0,-1.91667301506,-0.36370763658,1.95087639065,-0.000293451327115,-6.38703242688e-05,0.000300321660404
28,14,-52900.9492188,-96481.9453125,6.01250517044,-4.49838597847,1.51411919197,9.11742645364,0.000306021534855,-100003.498692,-0.00662116574172,0.243295475806,1.40981941201,-4.57856739888,2.67008528075,1.71782849046,0,-1.86452919668,-0.458021230608,1.91996160716,-0.000277982392221,-7.64574427157e-05,0.000288305308538
29,14,-52999.1757812,-96511.9921875,5.72085300061,-4.1866075428,1.53424545782,7.29993993979,0.00125845720217,-100003.187866,-0.00652646656199,0.221281887669,1.13582017393,-4.65700253054,2.67668584631,1.74466210761,0,-1.61854801044,-0.519070819025,1.69974473885,-0.00018474014777,-6.42672271612e-05,0.000195599587641
30,14,-53092.4609375,-96552.0078125,5.05311139925,-3.4969396017,1.55617179755,6.01874417283,0.000599216736202,-100002.497539,-0.00600496491617,0.210227852542,0.930129062014,-4.7535491218,2.81651973222,1.77853430331,0,-1.36112465695,-0.522245428991,1.45787537872,-0.000120733034491,-4.64570596131e-05,0.000129362761277
31,14,-53195.1640625,-96614.3671875,3.61416192536,-2.04807313357,1.56608879179,4.33354637705,0.000136140175576,-100001.048209,0.00441336651125,0.198986385875,0.698196777133,-4.4513926263,3.22417448489,1.81985769966,0,-1.24322205705,-0.396469044639,1.3049094936,-7.52290952499e-05,-2.28939225368e-05,7.86355419721e-05
32,14,-53293.0976562,-96687.734375,1.84538841338,-0.219178114984,1.62621029839,1.42973439148,0.000200432538594,-74999.4693785,0.0189532176364,0.14867435865,0.289152839739,-4.36354250758,3.76584393898,1.95237678552,0,-0.515474957553,-0.0376609062323,0.516848890607,-2.29980378822e-05,-4.23106626055e-06,2.33840045358e-05
33,14,-53390.2539062,-96764.5625,0.622591450154,1.60958172686,2.23217317702,0.29313617237,0.000129548164327,-49997.8905478,0.00453302681696,0.102080242142,0.0682455290055,-4.27576621378,4.3074769729,1.81797778276,0,-0.090849340658,-0.0883550598788,0.126728920552,-8.40016984797e-07,-6.36063884385e-07,1.05366303901e-06
34,14,-53490.6171875,-96837.296875,0.18069939049,2.64849567969,2.82919507018,0.330046503468,-8.64871284354e-05,-49996.8514178,0.00570470438866,0.136251017653,0.0977243469791,-4.12441180887,4.58586761349,1.81276329547,0,-0.135364967927,-0.111380852172,0.175297942864,-1.75093919099e-06,-1.33057491047e-06,2.19914020538e-06
35,14,-53593.0664062,-96898.875,0.335450866216,2.10801006384,2.44346093006,0.953242058707,-0.000300614859565,-49997.3916893,0.0113249166241,0.227152668276,0.214554363336,-3.84720984567,4.33765835633,1.84428980782,0,-0.287207228553,-0.153539508562,0.325672186136,-7.42206462647e-06,-5.04498073511e-06,8.97434532081e-06
36,14,-53697.5859375,-96956.234375,0.892906722534,0.77811486817,1.6710215907,2.12997708448,-0.000223584296557,-74998.4716615,0.0255091392799,0.250216265664,0.414089982536,-3.50564380926,3.82617157509,1.64981540018,0,-0.303798562797,-0.307832563425,0.432497923535,-2.82667317181e-05,-2.41264227904e-05,3.71630515254e-05
37,14,-53799.5117188,-97016.046875,1.86139832597,-0.551251371667,1.3101469543,4.38159274721,0.000382402099221,-99999.5516338,0.021645140331,0.248714465834,0.780086010444,-3.16197199046,3.3150047694,1.71433458326,0,-0.845491722537,-0.882607098574,1.22223219698,-7.43888688722e-05,-7.51012616198e-05,0.000105706685261
38,14,-53894.1835938,-97084.96875,2.79174670689,-1.50286293547,1.28888377142,7.20759148323,0.000889007971367,-100000.503752,0.0201286726405,0.278274282448,1.15340179885,-3.10624973832,3.01496199146,1.61475341476,0,-1.00016364543,-1.15570819778,1.52839417561,-0.000126136868877,-0.00014146963871,0.000189536720366
39,14,-53986.5859375,-97175.9765625,2.98302958994,-1.69903961617,1.28398997376,8.33681747233,0.0011223838288,-100000.700162,0.0146375430795,0.293622990593,1.3043272087,-2.90592008567,3.13647135353,1.60474582082,0,-0.976186998399,-1.26490161768,1.59778507886,-0.000138769837171,-0.000177811954857,0.00022555300707
40,14,-54072.1914062,-97275.8359375,2.78379720478,-1.5177768405,1.26602036427,8.24626705263,0.000941159496629,-100000.518718,0.00824966050169,0.299188384224,1.2807687911,-2.24734430569,3.46868628832,1.59860651991,0,-0.92353494281,-1.29230918346,1.58838906325,-0.000122834263615,-0.000169898611931,0.000209651603032
41,14,-54158.578125,-97374.375,2.58450185614,-1.33606998561,1.24843187053,7.80337464134,0.00120401439403,-100000.337274,0.00405820779596,0.29880362335,1.20863320947,-1.70595717498,3.80107963174,1.4020149799,0,-0.880226225296,-1.19795309381,1.48656981763,-0.000110753785764,-0.00014579249242,0.000183089737307
42,14,-54253.3359375,-97461.3984375,2.39479906137,-1.16180703239,1.23299202898,6.71406941304,0.00167514261307,-100000.163482,0.000978913513633,0.284799023353,1.04197330546,-1.73067890911,4.12367392368,1.39635797021,0,-0.882374444695,-1.05992576851,1.37914005649,-9.09735773176e-05,-0.000103746110302,0.000137983503263
43,14,-54348.0742188,-97522.6484375,2.21317239673,-1.0039030703,1.20926932643,5.91240671051,0.00109162970084,-100000.004995,-0.000743946463483,0.275346460579,0.913590622335,-1.70042603603,4.4263287306,1.38617015216,0,-0.900950413183,-0.918715122423,1.28675915508,-7.40850952256e-05,-7.276664352e-05,0.000103844045298
44,14,-54450.5351562,-97573.703125,2.02800132187,-0.853723561554,1.17427776032,5.85568577751,0.000435838445967,-99999.8541594,-0.00183930050604,0.283118130669,0.904473504183,-1.67283974865,4.71913085494,1.36788918108,0,-0.913751848466,-0.84783581862,1.24650231284,-7.47322689395e-05,-6.66441830395e-05,0.000100131709033
45,14,-54556.0820312,-97621.203125,1.83564518371,-0.703389753568,1.13225543015,5.82726177656,-6.56535684915e-05,-99999.7033241,-0.00297863061357,0.293577683692,0.90031967113,-1.73935391191,5.01201173041,1.34054950813,0,-0.911490421159,-0.817103502848,1.22412128575,-7.38515990504e-05,-6.37995795284e-05,9.75932632424e-05
46,14,-54660.0742188,-97671.7734375,1.63390010087,-0.55289474346,1.08100535741,6.17962154072,-0.000405943460344,-99999.5524888,-0.00491995742586,0.317243725145,0.957104498641,-1.80471704562,5.30501540659,1.11976453049,0,-0.903569667335,-0.783559193091,1.19599462909,-8.33405109055e-05,-6.90947366553e-05,0.000108257671282
47,14,-54757.8671875,-97732.046875,1.51943581994,-0.4882155188,1.03122030114,6.13811892774,-0.000404860466519,-99999.4878107,-0.00727075014193,0.322492880915,0.955910471099,-1.79981528411,5.52418858908,1.07965121539,0,-0.956925044579,-0.698762807459,1.18489451093,-8.7460898809e-05,-6.69674587378e-05,0.000110154661047
48,14,-54832.2929688,-97791.8828125,1.57898559555,-0.595472503957,0.983513091588,6.268190081,-2.56706236051e-05,-99999.5954468,-0.00697267671078,0.316692486918,0.982870869366,-1.65590524526,5.59544244642,1.28536472461,0,-1.09307514936,-0.623313946521,1.25830582851,-0.000100445727647,-6.25894870327e-05,0.0001183502771
49,14,-54905.0625,-97853.515625,1.73445363305,-0.789197502153,0.945256130901,6.59876207317,4.26645141008e-05,-99999.7892402,-0.00464112992807,0.313545766276,1.03254135024,-1.44259637642,5.5926831133,1.2535087751,0,-1.21169431482,-0.571391009013,1.33966070247,-0.000115186575178,-5.988993458e-05,0.000129825850143
50,14,-54981.9648438,-97907.5390625,1.82088658506,-0.910648761299,0.910237823763,7.10646367562,-0.000420688382201,-99999.9102281,-0.00131242288652,0.320736390919,1.10806319323,-1.29869454593,5.57533293255,1.2280407457,0,-1.27263178096,-0.49348411127,1.36496088515,-0.000137177744458,-5.72481519938e-05,0.000148644153875
51,14,-55087.5273438,-97952.921875,1.75581062045,-0.885792455815,0.870018164639,7.44989937208,-0.000187330815352,-99999.8856051,0.00150240535937,0.332109485197,1.15366043367,-1.29347778171,5.52898199039,1.19845888492,0,-1.27000167725,-0.38360121314,1.32667032488,-0.000148879252632,-4.22711442054e-05,0.000154763954126
52,14,-55202.8554688,-97975.9140625,1.61013644083,-0.788201576111,0.821934864718,7.16696697358,-2.48261109953e-05,-99999.7881768,0.00198966281782,0.335064836772,1.10714363421,-1.35972872417,5.46795127224,1.16294945424,0,-1.30072922759,-0.232193028562,1.321291083,-0.000139406237776,-1.96801480401e-05,0.000140788519978
53,14,-55322.8710938,-97979.6484375,1.4536833331,-0.690803986127,0.762879346975,7.12337666357,-5.56111267866e-05,-99999.6907484,0.00116902488184,0.34642215318,1.10052311296,-1.42756027625,5.40676319632,1.12173231726,0,-1.32160323251,-0.0414413574199,1.32225280877,-0.000136804237565,1.01086387415e-06,0.000136807972214
54,14,-55442.484375,-97967.2265625,1.4003390943,-0.702405685528,0.697933408776,7.24143543181,0.00058636655509,-99999.7029921,-0.00028253746757,0.353910825293,1.11923287927,-1.50979254743,5.43435595263,1.09830008535,0,-1.29504753448,0.182782282779,1.30788282329,-0.000139188177684,2.23202012976e-05,0.000140966450593
55,14,-55575.2460938,-97936.5078125,1.5703974685,-0.93333182846,0.637065640036,6.89488654375,0.00124800487232,-99999.9345798,-0.00159723426707,0.332625272243,1.06899722,-1.62209559748,5.63932432582,0.751472806804,0,-1.20801839153,0.366735483786,1.26245924661,-0.000126822625242,3.74288446704e-05,0.000132230468072
56,14,-55701.84375,-97891.5625,1.8570203983,-1.27491015801,0.582110240293,6.48934836009,0.000929508651319,-100000.27584,-0.00142708154622,0.303923164721,1.00600138886,-1.74938747445,5.93286986548,0.757284076705,0,-1.15891903015,0.489386022168,1.25801112759,-0.000112758129378,4.60859387773e-05,0.000121812599897
57,14,-55823.453125,-97835.6328125,1.97503891329,-1.44217008456,0.532868828728,6.4861532208,-0.000189261647394,-100000.441981,-0.000932622342173,0.297545280304,1.00425888733,-1.87244964118,6.03318673283,0.723870352103,0,-1.16834610099,0.581798999014,1.30519067073,-0.000110530362793,5.46716623306e-05,0.000123312415275
58,14,-55925.2695312,-97780.765625,1.74063015734,-1.25921711109,0.481413046254,6.98745081809,-0.00133248609153,-100000.257885,-0.000289092762703,0.323878026052,1.08256881066,-1.98891053888,5.74710878588,0.603811651959,0,-1.19198263852,0.662646704866,1.36379003736,-0.000119874356467,6.74531151714e-05,0.000137549206049
59,14,-56024.5117188,-97720.8515625,1.31967259361,-0.899827624069,0.419844969545,7.74630083973,-0.00115787406931,-99999.8986697,0.000524717757426,0.374029560091,1.19658498042,-2.10018492577,5.26813430044,0.805945179583,0,-1.18754809343,0.683698778777,1.37029722845,-0.000134639848474,8.01580973357e-05,0.000156694637323
60,14,-56121.4492188,-97656.6015625,0.893372571562,-0.539269019189,0.354103552373,7.12734147848,0.000185855810692,-99999.5394549,0.000784871611453,0.410232435426,1.10305409437,-2.20762547947,4.7895960684,0.618990419812,0,-1.07047920904,0.602612152544,1.22844094013,-0.000108714569637,6.58577383204e-05,0.00012710664557
61,14,-56216.3476562,-97588.734375,0.689191661032,-0.393880911115,0.295310749917,4.72877093339,0.00106695763463,-99999.3949479,0.00110626276331,0.361543892877,0.7527964861,-2.33225739289,4.44422435496,0.48462043146,0,-0.793586730614,0.4528259171,0.91369098179,-5.45909777773e-05,3.39423138011e-05,6.42826222308e-05
62,14,-56300.3046875,-97525.484375,0.940181336812,-0.67881293539,0.261368401423,2.75052626325,0.00104366461017,-99999.6798566,0.000103495738566,0.254247192309,0.428327390155,-2.49489597046,4.36495007005,0.458550150354,0,-0.574187522339,0.387431236729,0.692671837166,-1.70245011899e-05,1.20076069376e-05,2.0833057028e-05
63,14,-56383.9648438,-97461.984375,1.41811298585,-1.17872630229,0.239386683557,2.44388910665,0.000746897711657,-100000.179473,-0.00231878050224,0.205105772753,0.379936620736,-2.67532699965,4.41895201707,0.482729091611,0,-0.573206840213,0.455996120895,0.732460609138,-1.39775468844e-05,1.15707249612e-05,1.81453435634e-05
64,14,-56468.453125,-97400.3203125,1.8980202612,-1.67859244359,0.219427817606,2.85575845618,0.000497356405611,-100000.67909,-0.00597274699958,0.199847683186,0.451696029868,-2.85462088791,4.47308531868,0.609204853694,0,-0.662751763775,0.556097418286,0.865149836163,-2.18457516934e-05,1.91590190386e-05,2.90569247783e-05
65,14,-56554.8984375,-97342.6015625,2.38304257507,-2.17868206951,0.204360505562,3.60915591102,2.43304914735e-05,-100001.178706,-0.0101390107153,0.207583966082,0.577890113774,-3.0345184732,4.52703515347,0.312320569755,0,-0.733101065314,0.653417873521,0.982034668126,-3.73843518598e-05,3.45749786052e-05,5.09216938988e-05
66,14,-56644.4375,-97290.90625,2.63832347318,-2.44560272032,0.192720752853,4.98646232527,-0.00175327032346,-100001.443849,-0.0115389440999,0.236464406514,0.789607547682,-3.0170039595,4.55885247041,0.299026448783,0,-0.853760575061,0.843550186208,1.2002016648,-6.17186036604e-05,6.40204975807e-05,8.89258688361e-05
67,14,-56736.0664062,-97247.484375,2.4195854687,-2.24741452457,0.172170944126,6.88263287002,-0.00736912457474,-100001.240045,-0.00619888805217,0.288551052776,1.07292688332,-2.64823076183,4.54661507983,0.251042973702,0,-1.0059055777,1.05957870217,1.46101097098,-9.40483248743e-05,0.000112148434285,0.000146363788979
68,14,-56830.9453125,-97210.3125,1.95561131542,-1.82224881677,0.133362498649,7.41945275075,-0.0204810167693,-100000.801768,0.00247881811068,0.321855383504,1.17733027855,-2.51617995028,4.51287587861,0.166245631961,0,-0.912533599469,1.1689956308,1.48299303943,-8.97918751863e-05,0.000144634103517,0.000170239844777
69,14,-56928.2578125,-97177.8359375,1.40608390296,-1.37753150687,0.0285523960878,3.59367686912,-0.014041306868,-100000.36349,0.0128744879828,0.245325194047,0.681346786717,-3.11766803376,4.47971963805,0.0198269512267,0,-0.44777504121,0.718951044015,0.846990608697,-4.33257023075e-05,7.88647528996e-05,8.99820300413e-05
